id,proper,ra,dec,mag,con,dist,spect
85557,,17.536251,55.184243,4.89,Dra,30.248,Am...
85560,Yildun,17.536918,86.58646,4.35,UMi,52.7704,A1Vn
85567,,17.537767,55.172958,4.86,Dra,30.4878,Am
85626,,17.55202,41.243449,5.72,Her,99.5025,K1III:
85627,,17.552052,-41.173066,5.84,Sco,465.1163,B9Ib/II
85650,,17.55634,19.256677,5.65,Her,37.6506,F6V
85660,,17.55829,-5.744803,5.61,Oph,48.1,A5V
85665,Shaula,17.560145,-37.103821,1.62,Sco,175.1313,B1.5IV+...
85668,,17.560941,16.317553,5.68,Her,92.9368,K0III:
85736,,17.57686,9.5867,5.8,Oph,103.5197,A2V
85749,,17.57847,-32.581662,5.69,Sco,100000.0,O5/6(e)
85757,,17.579542,-11.241999,5.54,Ser,123.3046,B8Vn
85769,Rasalhague,17.582241,12.560035,2.08,Oph,14.8965,A5III
85773,,17.58317,61.874554,5.23,Dra,14.1904,G0V
85829,,17.594332,-46.505684,4.56,Ara,116.0093,A0V
85907,,17.609121,-38.635308,4.26,Sco,50.8388,G8/K0III/IV
85919,,17.610457,48.585634,5.35,Her,108.3424,K1III
85939,,17.615859,68.75797,4.77,Dra,23.1642,F5V
85956,,17.619125,72.455794,5.87,Dra,111.2347,G9III
85965,Sargas,17.62198,-42.997824,1.86,Sco,92.081,F1II
85984,,17.624253,-50.059702,5.89,Ara,101.833,K0III-IV
85991,,17.625304,24.309991,5.76,Her,76.6871,A2Vn
85998,,17.626445,-15.398557,3.54,Ser,32.2789,F0IIIp
86001,,17.626724,-15.571038,5.94,Ser,473.9336,F0IV
86019,,17.630754,-8.118771,4.58,Oph,231.4815,B8II-IIIMNp
86040,,17.634871,-54.500434,5.25,Ara,44.5633,A7V
86048,,17.635973,-10.926268,5.74,Ser,117.7856,K0III
86148,,17.657747,46.006332,3.82,Her,139.47,B3V SB
86219,,17.673276,-49.415587,4.76,Ara,21.45,F3IV
86285,,17.687844,-46.92183,5.78,Ara,245.7002,A0V
86294,,17.689386,51.818182,6.0,Dra,92.9368,K0III:
86298,,17.690243,-12.875307,4.24,Ser,53.1067,A2Va
86309,,17.692312,6.313156,5.97,Oph,346.0208,G7III
86347,Dziban,17.698978,72.148843,4.57,Dra,22.8363,F5IV-V
86353,Dziban B,17.699461,72.156911,5.81,Dra,23.0627,G0V
86356,,17.699621,15.95243,5.54,Her,34.8554,F4Vw
86400,,17.707879,24.564058,5.56,Her,124.3781,K4III
86403,,17.708132,-39.029983,2.39,Sco,148.1481,B1.5III
86431,,17.714194,-36.945564,5.53,Sco,211.4165,K5III
86464,,17.722659,24.327821,5.73,Her,39.0625,G2IIIb
86469,,17.723833,-21.683194,4.86,Oph,17.6523,F6/F7V
86475,Cebalrai,17.724543,4.567303,2.76,Oph,25.0941,K2III
86515,Alruba,17.733103,53.801715,5.75,Dra,163.3987,A2V
86529,Cervantes,17.735752,-51.834053,5.12,Ara,15.5111,G5V
86580,,17.745002,-42.729302,5.87,Sco,72.0981,A2/A3IV/V
86604,,17.748848,-57.54554,5.97,Pav,125.9446,G8III
86661,,17.762221,-64.723871,3.61,Pav,107.9914,K1III
86705,,17.774319,27.720676,3.42,Her,8.3105,G5IV
86775,,17.785568,17.697014,5.61,Her,143.0615,A1V
86803,,17.792674,-27.830788,4.53,Sgr,302.1148,F7II
86804,,17.793078,-40.126997,2.99,Sco,591.716,F3Ia
86805,,17.79355,-14.725824,5.93,Ser,183.8235,B9V
86839,,17.798211,2.707276,3.75,Oph,31.5159,A0V
86889,,17.80688,20.565441,5.69,Her,79.4913,G5IV
86924,,17.813652,25.622869,5.09,Her,64.9773,K2III
86942,,17.817862,50.781075,5.02,Dra,66.5336,A2V
86950,,17.819577,-31.703203,4.79,Sco,170.6485,B8Ib/II
86964,,17.824155,76.962881,5.02,Dra,31.7561,F6IV-Vs
86991,Fuyue,17.830965,-37.043304,3.19,Sco,38.5802,K0/K1III
87024,,17.83642,-40.090435,4.78,Sco,781.25,A6Ib
87038,,17.839692,29.322143,5.51,Her,77.7605,K1III
87044,,17.84122,-53.612406,5.68,Ara,303.0303,B2V + B3V
87119,,17.85904,-40.772461,5.94,Sco,173.3102,M2III
87122,,17.859853,-60.164056,5.78,Pav,123.1527,K0III
87189,,17.870461,-34.799196,5.88,Sco,258.3979,B6Ib
87201,,17.872156,-34.416842,5.84,Sco,242.7184,G8/K0III
87220,,17.876512,1.305014,5.91,Oph,112.7396,K5III
87287,,17.887274,6.101424,5.77,Oph,31.1236,F4IV-V
87292,,17.888341,40.007959,5.17,Her,108.4599,K3III
87298,,17.889853,-34.895125,5.58,Sco,252.5253,K3III
87314,Grumium,17.892134,56.872643,3.73,Dra,34.5066,K2III
87345,,17.898548,-34.752721,6.0,Sco,315.4574,B9IV/V
87457,,17.919762,72.005127,5.43,Dra,323.6246,F2.5II-III
87477,,17.923663,26.049991,5.47,Her,100000.0,F2Iavar
87506,,17.930781,22.464221,5.62,Her,133.3333,K3III
87537,,17.93755,37.250539,3.86,Her,230.9469,K1IIvar
87541,,17.938445,0.670355,5.82,Oph,416.6667,B2IV-V
87542,,17.938621,-15.812521,5.93,Ser,73.9645,A0V
87561,Eltanin,17.943437,51.488895,2.24,Dra,47.3037,K5III
87564,,17.944955,-28.065394,5.76,Sgr,51.3084,A7III/IV
87574,,17.946507,-44.342246,4.85,Sco,88.8889,K2III
87575,,17.946596,-4.081823,5.44,Oph,122.6994,G9III
87603,,17.951199,0.066665,5.95,Oph,118.4834,A3V
87661,,17.962744,29.24788,3.7,Her,41.9463,K0III
87664,,17.963279,-41.716295,4.88,Sco,138.5042,M0III
87726,,17.975041,30.189277,4.41,Her,263.8522,F2II
87740,,17.977514,-28.759089,5.99,Sgr,555.5556,B3II/III
87766,,17.982135,-36.858376,5.74,Sgr,121.8027,G8III
87775,,17.983775,-9.773632,3.32,Oph,46.2107,K0III
87788,,17.9848,-30.253025,5.0,Sgr,310.559,K5/M0III
87829,,17.993545,-4.821126,5.86,Oph,171.8213,K5III
87844,,17.996543,-23.816133,4.74,Sgr,127.3885,B9V
87850,,17.998946,45.501378,5.69,Her,175.4386,M0III
87856,,18.000949,16.750919,4.67,Her,205.7613,K0II-III
87864,,18.002526,80.004095,5.74,Dra,63.5324,K2Vvar
87877,,18.004388,4.368615,4.79,Oph,199.6008,B2Ve
87902,,18.008058,-3.690269,4.62,Ser,23.5516,F3V
87920,,18.010754,2.931568,3.93,Oph,377.3585,B5Ib
87994,,18.025113,21.595782,4.26,Her,127.8772,G5
88018,,18.029222,1.305076,4.42,Oph,89.6861,A2Vn
88025,,18.031772,-22.780298,5.72,Sgr,100000.0,B0Iab...
88057,,18.039736,20.833632,5.25,Her,288.1844,B3IV
88107,,18.047527,-24.282468,5.37,Sgr,331.1258,F2/F3II/III
88131,,18.051367,-8.180349,4.77,Oph,51.3347,F5V+...
88195,,18.064568,-24.36073,5.89,Sgr,100000.0,O6
88276,,18.080662,-35.901442,5.98,Sgr,105.5966,K2III
88293,,18.083674,-29.580087,4.66,Sgr,266.6667,G0Ib/II
88327,,18.090913,2.500099,4.03,Oph,5.0834,K0V SB
88361,Alnasl,18.096803,-30.424091,2.98,Sgr,29.7,K0III
88362,,18.097114,32.230674,5.72,Her,212.3142,K0III
88382,,18.100528,22.218879,4.96,Her,226.2443,M3IIIa+...
88395,,18.102055,-8.323956,5.84,Ser,158.7302,B8III-IV
88409,,18.104221,-4.751252,5.74,Ser,36.7647,K1IV
88419,,18.106585,-36.019788,5.94,Sgr,17.5531,G3V
88439,,18.11052,-50.091477,3.65,Ara,249.3766,B2Ib
88451,,18.113858,-43.425216,4.92,CrA,41.841,A5V
88469,,18.117097,30.56214,5.05,Her,15.6421,F7V
88488,,18.121767,8.733867,4.64,Oph,83.612,G8III-IV
88494,,18.122496,9.563847,3.71,Oph,26.6312,A4IVs
88512,,18.12465,43.461891,5.0,Her,125.6281,G8III...
88517,,18.125708,28.762488,3.84,Her,103.6269,B9.5V
88539,,18.130095,-17.154159,5.52,Sgr,77.101,K0III
88540,,18.130417,26.09734,5.79,Her,38.5802,A3V
88541,,18.130434,26.10128,5.83,Her,49.6032,A3V
88559,,18.133959,36.401264,5.49,Her,63.6132,K2III
88562,,18.134716,-28.457093,4.55,Sgr,103.9501,K0IIICNpvar
88589,,18.143,-63.668553,4.33,Pav,39.8565,Am
88610,,18.14597,20.814557,4.37,Her,280.8989,B2IV
88621,,18.148018,20.045233,5.1,Her,100.8065,A8III
88687,,18.159415,3.993276,5.71,Oph,54.7945,F2V
88723,,18.165004,3.119827,5.67,Oph,46.9263,F5V
88731,,18.166387,36.466284,5.57,Her,120.7729,G8III
88745,,18.168281,-30.728666,5.53,Sgr,137.741,K1III + (F)
88765,,18.173948,-62.002197,5.47,Pav,17.6118,G0V
88770,,18.175443,54.286552,5.97,Dra,50.226,K1III
88788,,18.177861,3.324256,5.5,Oph,123.6094,K2III
88822,,18.184876,-41.359113,5.86,CrA,82.713,F0Vn
88835,,18.187157,-45.954418,4.52,Tel,128.2051,G5III
88838,,18.187714,-75.89151,5.86,Aps,75.3012,K3III
88876,,18.19537,-23.701235,4.96,Sgr,78.4929,K0III
88879,,18.195866,33.447057,5.98,Her,237.5297,A3V
88895,,18.198377,31.40535,4.96,Her,166.9449,M3III
88957,,18.209482,-73.672417,5.86,Aps,42.1408,F5V
89013,,18.220194,-41.336111,5.47,CrA,357.1429,B2.5III
89064,Polis,18.229392,-21.058834,3.84,Sgr,100000.0,B2III:
89071,,18.231545,64.397287,4.99,Dra,22.92,F5V
89092,,18.23775,-21.713164,5.49,Sgr,138.8889,K2III
89161,,18.253585,-20.72827,5.29,Sgr,100000.0,B0/1Ia/ab
89162,,18.253603,-20.387974,5.96,Sgr,100000.0,B0.5Ib/II
89170,,18.254739,68.75581,5.96,Dra,84.674,K1III:
89204,,18.260772,42.159345,5.56,Lyr,181.4882,B7IV
89209,,18.261289,-63.055366,5.58,Pav,90.3342,K0III/IV
89228,,18.264843,-44.206461,5.45,CrA,92.081,G8/K0III
89309,,18.281417,-3.007401,5.99,Ser,103.4126,G3III
89327,,18.285426,-56.023351,5.36,Tel,233.1002,B3IIIpe
89331,,18.286563,-17.373886,5.81,Sgr,299.4012,K2III
89364,,18.293793,-36.761686,3.1,Sgr,44.7427,M2III
89400,,18.300886,-27.042641,4.66,Sgr,233.6449,K3III
89494,,18.319316,7.259767,5.41,Oph,46.7946,K2III
89495,,18.319633,24.446059,5.3,Her,298.5075,K4II SB
89548,,18.331031,36.064547,4.33,Lyr,77.1605,K2IIIvar
89573,,18.335775,-15.831697,5.39,Ser,159.7444,K3III
89583,,18.338309,21.961297,4.92,Her,120.1923,M1III
89630,,18.345955,71.337814,4.22,Dra,92.8505,A0p (Si)
89640,,18.347795,3.377165,4.85,Oph,79.8722,G8III
89648,,18.349158,29.858925,5.61,Her,56.1798,A5m
89653,Kaus Media,18.3499,-29.828103,2.72,Sgr,106.6098,K3III
89657,,18.350283,28.869954,5.12,Her,80.6452,A7V
89660,,18.350736,72.732843,3.55,Dra,8.0574,F7Vvar
89684,,18.355167,-2.898825,3.23,Ser,18.5426,K0III-IV
89690,,18.356385,-18.859999,5.76,Sgr,378.7879,F8II
89703,,18.359075,49.121593,5.02,Dra,198.8072,M2III
89745,,18.369083,23.285176,5.41,Her,199.6008,K5III
89759,,18.371828,-38.656894,5.09,CrA,148.5884,K4/K5III
89774,,18.376477,12.02968,5.99,Oph,134.7709,A2V
89788,,18.380288,17.826616,5.25,Her,111.2347,K3III
89795,,18.38141,-36.669556,5.33,Sgr,170.6485,B7Ib/II
89817,,18.386712,-12.014755,5.71,Sct,188.6792,B5V
89819,,18.387117,-61.493901,4.35,Pav,143.6782,M1III SB
89845,,18.39134,-36.237987,5.52,Sgr,87.8735,K0III
89854,,18.393456,-75.044277,5.47,Oct,59.4884,A0V
89856,,18.394329,-8.934383,4.66,Sct,63.3714,K0III
89860,,18.394967,21.769752,3.85,Her,36.4697,K2III
89877,,18.398507,58.800736,4.98,Dra,56.4653,A3V
89906,Kaus Australis,18.402868,-34.384616,1.79,Sgr,43.9367,B9.5III
89912,,18.40383,39.507239,5.11,Lyr,134.5895,A3IVn
89921,,18.405067,-44.110256,5.24,CrA,149.4768,B2.5Vn
89981,,18.417066,-30.75657,5.58,Sgr,196.0784,K0III
90010,,18.422511,-20.541679,4.81,Sgr,125.7862,A1/A2V
90034,,18.427444,8.032006,5.64,Oph,241.5459,G8III-IV+..
90063,,18.432996,29.82893,5.81,Her,124.2236,A2IV
90065,Fafnir,18.433069,65.56348,4.82,Dra,96.5251,K2III
90135,,18.448336,-48.117243,5.44,Tel,152.6718,K0/K1III+..
90143,,18.449561,-45.968459,3.49,Tel,85.1789,B3IV
90162,,18.453475,0.196108,5.2,Ser,143.8849,G0III+...
90206,,18.463745,-29.816865,5.9,Sgr,36.6032,F8V
90217,Kaus Borealis,18.466179,-25.4217,2.82,Sgr,23.9693,K1IIIb
90218,,18.466326,6.194104,5.71,Ser,216.9197,B8III-IV
90261,,18.474198,-38.995671,5.63,CrA,126.1034,A2m...
90288,,18.480505,-49.070588,4.1,Tel,38.6997,G8/K0III
90315,,18.486626,-14.565813,4.67,Sct,97.9432,A1IV/V
90326,,18.488891,-80.232708,5.95,Oct,119.0476,K2III
90357,,18.493253,23.866202,5.87,Her,375.9398,B6IV
90362,,18.494717,-1.985308,5.38,Ser,70.4225,K0III
90367,,18.495823,77.547068,5.65,Dra,125.3133,K4III
90382,,18.498871,-47.220546,5.69,Tel,198.0198,K2III
90384,,18.499086,-57.523143,5.74,Pav,97.561,K0III
90406,,18.503295,-18.728794,5.63,Sgr,90.1713,K0III
90480,,18.517903,16.928556,5.76,Her,133.5113,A2V
90481,,18.518012,-32.989114,5.37,Sgr,88.8889,A5V
90515,,18.522896,-62.278302,4.63,Pav,134.5895,B8III
90522,,18.523804,-10.795836,5.77,Sct,330.033,B2V
90524,,18.523971,-18.402697,5.12,Sgr,68.3995,B9/B9.5V
90548,,18.529287,-45.914814,4.92,Tel,216.9197,B6IV
90559,,18.532284,-43.507383,5.71,CrA,337.8378,K2III
90562,,18.532498,-1.002977,5.93,Ser,188.3239,A4III
90571,,18.533874,-45.757382,5.07,Tel,366.3004,B3III
90605,,18.539257,-39.704001,5.16,CrA,70.2741,A3V
90623,,18.542923,57.045599,4.77,Dra,649.3506,F7Ib
90631,,18.545367,-14.865662,5.47,Sct,884.9558,K3Iab
90633,,18.546154,23.616801,5.88,Her,230.9469,K5III
90640,,18.54721,30.554209,5.47,Lyr,109.6491,B8IV
90648,,18.548704,-73.965596,5.88,Pav,108.8139,K0III
90688,,18.556426,-38.725985,5.67,CrA,298.5075,B9.5
90700,,18.558383,-42.31251,4.62,CrA,170.9402,G5III
90709,,18.560839,-14.853614,5.74,Sct,69.5894,A0/A1V
90722,,18.564857,-24.032283,5.49,Sgr,632.9114,K3III
90731,,18.565749,52.353517,5.38,Dra,195.6947,K0III
90733,,18.566046,-33.01656,5.28,Sgr,404.8583,B2III/IV
90823,,18.583998,-10.977206,5.12,Sct,100.9082,G8III
90835,,18.586785,-8.244073,3.85,Sct,61.0501,K2III
90836,,18.586834,18.20341,5.79,Her,198.4127,A0Vn
90857,,18.591777,23.60553,5.62,Her,144.3001,G8III
90935,,18.607731,9.122491,5.38,Oph,38.5208,F5III
90953,,18.610373,33.469036,5.41,Lyr,154.5595,B8II-IIIp..
90955,,18.610854,6.671805,5.43,Oph,33.0797,F3V
90979,Vega,18.61564,38.783692,0.03,Lyr,7.6787,A0Vvar
91033,,18.625974,62.526591,5.74,Dra,119.0476,A0V
91039,,18.626656,-0.309472,5.76,Ser,160.5136,A2V
91064,,18.631785,-21.397725,5.93,Sgr,104.3841,A5IV
91122,,18.641865,-23.504893,5.78,Sgr,151.0574,B8III
91156,,18.648168,-21.051871,5.85,Sgr,13.0839,G5V
91178,,18.653968,-47.909767,5.84,Tel,109.4092,A3V
91211,,18.659768,-43.185878,5.42,CrA,196.0784,M2III
91242,,18.66467,52.196075,6.0,Dra,165.5629,A0p...
91249,,18.666774,-7.790799,5.82,Sct,178.5714,K4III
91441,,18.704563,-9.052549,4.7,Sct,62.0732,F2IIIp d Del
91471,,18.710543,55.539457,5.03,Dra,104.3841,B9.5p...
91507,,18.71726,-71.428113,4.01,Pav,66.9792,K2III
91559,,18.725348,-8.275215,4.88,Sct,165.0165,G8II
91568,,18.727035,-64.551425,5.76,Pav,108.9325,K0III
91589,,18.729706,-38.323441,5.11,CrA,62.9327,A0/A1V
91597,,18.730999,31.926613,5.68,Lyr,50.3018,F1III-IV
91632,,18.738711,-35.641987,4.86,Sgr,143.0615,B2V
91633,,18.738984,39.670123,4.67,Lyr,49.776,F1V
91639,,18.739661,39.612721,4.59,Lyr,47.6872,A8Vn
91684,,18.746209,37.605115,4.34,Lyr,47.8698,Am
91686,,18.746722,37.594615,5.73,Lyr,47.6872,F0IVvar
91687,,18.747112,-25.010914,5.82,Sgr,177.305,B8III
91688,,18.747205,2.060038,5.02,Aql,142.6534,B9V
91702,,18.74921,-39.686188,5.4,CrA,400.0,K1/K2III+..
91737,,18.757465,-64.871259,4.78,Pav,28.547,A7V
91740,,18.757879,5.500128,5.82,Ser,188.6792,A1V
91754,,18.76094,-26.990778,3.17,Sgr,73.3676,B8.5III
91756,,18.761035,20.546308,4.19,Her,19.2086,F6V
91769,,18.762989,74.085553,5.25,Dra,96.8054,K0II-III
91801,,18.767911,26.66213,4.83,Lyr,78.125,K3III
91824,,18.772391,-22.392176,5.37,Sgr,209.6436,K5III
91825,,18.772849,75.433964,5.37,Dra,85.8369,A1Vn
91830,,18.77461,-0.961692,5.89,Aql,111.8568,A2m
91846,,18.778634,52.98796,5.91,Dra,396.8254,B2.5V
91849,,18.778701,-10.125048,5.69,Sct,100000.0,F2Ib-II
91874,,18.783686,18.181519,4.34,Her,28.8934,A5III
91888,,18.786242,-4.747867,4.22,Sct,280.8989,G5II...
91915,,18.791375,-5.705147,5.38,Sct,100000.0,K0Ibpvar
91939,,18.795726,-40.406167,5.2,CrA,121.3592,G5/G6III
92007,,18.810538,-65.077679,5.71,Pav,67.7048,A9V
92021,,18.814024,-43.680047,5.46,CrA,103.0928,A2Vn
92025,,18.814829,19.32872,5.89,Her,87.6424,A1V
92079,,18.824257,-45.8101,5.8,Tel,109.8901,G6IV
92094,,18.826388,-43.434102,5.6,CrA,147.7105,B9IV
92102,,18.827807,-20.324656,5.22,Sgr,286.533,K2III
92103,,18.828043,-5.912863,5.99,Sct,534.7594,K2Ib
92110,,18.82942,32.81282,5.93,Lyr,401.6064,B3IV
92117,,18.831366,32.551058,5.22,Lyr,70.9723,A3V
92133,Sheliak,18.834665,33.362667,3.52,Lyr,294.9853,A8:V comp SB
92199,,18.849586,-9.774096,5.82,Sct,854.7009,F2Ib
92225,,18.853348,59.388351,4.63,Dra,104.8218,K0II-III SB
92260,,18.859712,52.975117,5.51,Dra,25.6674,G9IVa
92319,,18.870288,-62.187593,4.22,Pav,438.5965,B2II-III
92324,,18.87123,21.425142,5.43,Her,124.3781,B9p...
92340,,18.874229,-46.595119,5.51,Tel,317.4603,M0III
92356,,18.877675,-52.10737,5.18,Tel,83.3333,G8/K0III
92399,,18.887096,50.708221,4.92,Dra,139.8601,G8III
92438,,18.895433,36.971721,5.58,Lyr,303.9514,B2.5V
92457,,18.900025,-21.359845,5.68,Sgr,502.5126,G8/K0II
92471,Ainalrami,18.902827,-22.744834,4.86,Sgr,344.8276,K1II
92478,,18.90368,27.909528,5.64,Lyr,111.3586,K4III
92492,,18.90661,71.297192,4.82,Dra,105.4852,K0III
92502,,18.908412,36.898613,4.22,Lyr,225.7336,M4IIvar
92524,,18.911976,-15.603036,5.08,Sct,429.1845,B3II
92527,,18.912468,22.645076,4.57,Her,144.7178,G4III+...
92532,,18.913095,48.859401,5.84,Dra,55.2792,F3III
92534,,18.91323,-87.605843,5.29,Oct,78.7402,K3III
92541,,18.914494,41.602723,5.46,Lyr,81.9672,G8III
92543,,18.914588,33.968576,5.99,Lyr,358.4229,G8III+...
92554,,18.918649,-22.671328,5.0,Sgr,83.9631,K1Ib/II
92564,Nunki,18.92109,-26.296722,2.05,Sgr,69.8324,B2.5V
92571,,18.922249,43.946088,4.08,Lyr,91.4077,M5IIIvar
92581,,18.92429,6.61529,5.58,Aql,88.2613,G9III
92591,,18.92528,-16.376635,5.56,Sgr,31.7158,F5/F6IV/V
92639,,18.93352,-23.173751,5.91,Sgr,194.9318,B6III
92645,,18.935034,18.10541,5.69,Her,92.2509,K1III
92654,Alya,18.936995,4.203595,4.62,Ser,47.4158,A5V
92659,Alya B,18.937401,4.202132,4.98,Ser,51.9481,A5Vn
92661,,18.938044,-42.710676,5.35,CrA,90.5797,G6III-IV
92677,,18.940481,65.258084,5.62,Dra,96.1538,G8III
92697,,18.944582,-37.343241,5.36,CrA,131.9261,B3V
92705,,18.945851,57.814851,5.67,Dra,84.674,K1III
92723,,18.949177,-67.233495,4.4,Pav,153.3742,F5Ib-II:
92725,,18.950441,32.901273,5.2,Lyr,14.8721,G0V
92733,,18.951019,-5.846314,4.83,Sct,62.0347,K1III
92758,,18.954608,2.535346,5.56,Ser,348.4321,B9IIIp...
92764,,18.955688,-20.656346,5.02,Sgr,632.9114,B9.5Ib
92793,,18.962167,-21.106654,3.52,Sgr,111.9821,G8/K0II/III
92811,,18.967194,38.266188,5.89,Lyr,177.305,B7IV
92831,,18.970763,17.360912,5.33,Aql,473.9336,F8Ib
92855,,18.974378,-52.938629,4.85,Tel,187.6173,A0V
92870,,18.976812,-60.20055,5.14,Pav,172.7116,K1III-IV
92881,,18.978721,-37.107357,4.83,CrA,30.1841,F3IV/V
92886,,18.979701,13.906648,5.91,Aql,78.3699,F0spe...
92902,Sulafat,18.982395,32.689557,3.25,Lyr,190.1141,B9III
92910,,18.984928,13.622245,5.27,Aql,48.4262,F8V
92931,,18.989945,-12.840517,5.51,Sgr,146.1988,B4V
92951,,18.993711,15.068298,4.02,Aql,47.5059,K2III
92963,,18.995966,26.230404,5.26,Lyr,99.2063,K2III
92987,,19.000229,32.145514,4.94,Lyr,338.9831,K3III
92994,,19.000987,-66.653618,5.98,Pav,136.0544,K0III
93006,,19.003799,50.533466,5.39,Dra,205.7613,B2.5IV
93047,,19.012072,55.658301,5.51,Dra,150.8296,G5IIbCN...
93100,,19.021488,26.291411,5.69,Lyr,199.2032,B5V
93115,,19.023991,46.934812,5.0,Lyr,37.4392,A7V
93136,,19.028008,-5.739115,4.02,Aql,44.1306,K1IIIvar
93205,,19.041022,-24.846826,5.63,Sgr,78.9889,K2III
93213,Ascella,19.043532,-29.880105,2.6,Sgr,27.0416,A3IV
93233,,19.048472,-3.698987,5.4,Aql,153.1394,A1V
93244,,19.051057,-19.245686,5.96,Sgr,606.0606,K0II/III
93248,,19.051907,-42.095105,4.74,CrA,59.2066,A0Vn
93258,,19.054915,-38.253147,5.73,CrA,68.4932,F2III/IV
93279,,19.058242,-68.755544,5.89,Pav,56.3063,F8V
93285,,19.058959,1.818768,5.82,Aql,54.8847,A4V
93329,,19.065985,-51.018604,5.93,Tel,99.8004,K0/K1III
93372,,19.073627,-31.047079,5.49,Sgr,147.0588,A0V
93388,,19.07805,-21.741496,3.76,Sgr,43.554,K0III
93418,,19.081991,53.396654,5.4,Dra,111.1111,A0Vn
93422,,19.082687,-4.03142,5.4,Aql,88.7311,K1III
93423,,19.082741,31.744072,5.63,Lyr,189.7533,M0III
93452,Okab,19.090169,13.863478,2.99,Aql,25.4582,A0Vn
93468,,19.094772,-15.660419,5.93,Sgr,219.2982,B8IIIsp...
93510,,19.10415,-4.882554,3.43,Aql,37.9219,B9Vn
93520,,19.10554,-52.34091,5.17,Tel,56.7215,F7V
93530,,19.106971,-37.063437,4.23,CrA,17.304,F7IV-V
93548,,19.11048,28.628595,5.53,Lyr,39.968,F0III
93550,,19.110665,24.250793,5.78,Vul,107.1811,A4III
93560,,19.114477,-16.229276,6.0,Sgr,259.0674,B7V
93567,,19.115445,-48.299144,5.95,Tel,117.9245,A0V
93569,,19.11567,-27.670423,3.32,Sgr,37.2856,K1/K2III
93572,,19.116279,11.071228,5.07,Aql,214.1328,B8III
93608,,19.121703,36.100157,5.25,Lyr,274.7253,B6IV
93622,,19.123769,32.501738,5.2,Lyr,41.58,F0V
93701,,19.137973,-19.290289,5.56,Sgr,396.8254,B2V
93710,,19.139156,-40.496703,4.57,CrA,54.7345,K1III
93718,,19.140507,52.425731,5.88,Cyg,71.0227,K1IV
93773,,19.149976,6.073207,5.23,Aql,45.7875,F0III-IV
93788,,19.152716,76.560502,5.11,Dra,27.3,A9V
93819,Meridiana,19.157869,-37.904474,4.11,CrA,38.432,A0/A1V
93846,Albaldah,19.162731,-21.023615,2.88,Sgr,156.25,F2II/III
93855,,19.164642,-68.424448,5.31,Pav,37.3832,G8/K0III/IV
93862,,19.166015,-41.892256,5.86,CrA,444.4444,B5V
93865,,19.167154,-39.340796,4.1,CrA,145.3488,K0II/IIICN.
94007,,19.194597,56.859213,5.13,Dra,105.4852,G8III
94016,,19.196114,31.283456,5.93,Lyr,273.224,B9p Si
94042,,19.201416,49.855755,5.85,Cyg,24.4499,G4V+...
94081,Altais,19.209225,67.661541,3.07,Dra,29.8686,G9III
94090,,19.211309,-7.939518,5.35,Aql,300.3003,B3V
94139,,19.220463,-25.906786,5.79,Sgr,520.8333,K2III
94143,,19.220979,-12.282584,5.51,Sgr,166.113,K3III
94182,,19.228529,2.293707,5.14,Aql,217.8649,B8II-III
94186,Aladfar,19.229302,39.145968,4.43,Lyr,425.5319,B2.5IV
94195,,19.231987,57.705102,5.0,Dra,50.6586,K2III
94261,,19.244319,-45.193527,5.91,CrA,91.3242,G8III
94325,,19.254822,21.232118,5.65,Sge,91.8274,A4V
94329,,19.255581,15.083651,5.58,Aql,212.3142,G8II-III
94335,,19.256905,30.526381,5.88,Lyr,389.1051,M0III
94348,,19.259007,-25.256682,4.86,Sgr,91.4913,K0/K1III+..
94352,,19.259229,73.355468,4.45,Dra,44.8833,K3III
94408,,19.270289,21.390428,4.76,Vul,248.7562,B4IV
94417,,19.272706,-45.466033,5.38,Tel,167.2241,K3III
94418,,19.272804,38.133731,4.35,Lyr,255.102,K0II
94425,,19.274108,14.544616,5.65,Aql,125.6281,B9.5V
94432,,19.275287,4.834795,5.59,Aql,164.4737,A3IV
94484,,19.28504,53.368459,3.8,Cyg,38.0662,K0III
94494,,19.286729,-66.661048,5.52,Pav,91.5751,A4IV/V
94525,,19.293911,-18.952908,4.88,Sgr,147.7105,K0III
94532,,19.295454,23.02554,5.46,Vul,373.1343,B0.5IV
94539,,19.296944,11.595422,5.28,Aql,127.2265,F0IV
94590,,19.309026,1.085129,5.1,Aql,113.7656,K2II-IIIvar
94689,,19.327597,12.37468,5.53,Aql,103.4126,F0III
94691,,19.327776,-35.421452,5.59,Sgr,276.2431,B4III
94743,,19.337783,57.645129,5.91,Dra,242.1308,M1III
94771,,19.342473,-5.415766,4.98,Aql,47.2813,G8III-IV...
94778,,19.343246,-0.892161,5.46,Aql,134.2282,B9III
94782,,19.34393,-22.402535,5.59,Sgr,55.371,A6:m...
94786,,19.344467,65.714531,4.6,Dra,70.1754,A2IIIs
94873,,19.361211,-17.847197,3.92,Sgr,38.9257,F0III/IV
94881,,19.362117,-15.955018,4.52,Sgr,546.4481,F2p
94892,,19.364137,-18.308388,5.84,Sgr,101.833,K0III
94927,,19.372651,-0.252345,5.81,Aql,103.7344,G8III:
94946,Arkab Prior,19.377303,-44.458965,3.96,Sgr,96.1538,B9V
94965,,19.380801,26.262403,5.22,Vul,120.4819,B6III
